title,date,site_name,city,county,state,country,fqa_db_region,fqa_db_publication_year,fqa_db_description,custom_fqa_db_name,custom_fqa_db_description,practitioner,latitude,longitude,weather_notes,duration_notes,community_type_notes,other_notes,private_public,total_mean_c,native_mean_c,total_fqi,native_fqi,adjusted_fqi,c_value_zero,c_value_low,c_value_mid,c_value_high,native_tree_mean_c,native_shrub_mean_c,native_herbaceous_mean_c,total_species,native_species,non_native_species,mean_wetness,native_mean_wetness,tree,shrub,vine,forb,grass,sedge,rush,fern,bryophyte,annual,perennial,biennial,native_annual,native_perennial,native_biennial
Transect A,2019-10-20,Morton West Highschool,berwyn,Illinois,Illinois,U.S.A,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Group Natalia,NA,NA,NA,NA,NA,NA,Public,3.2,3.6,9.6,10.2,33.9,11.1,44.4,33.3,11.1,3,NA,3.8,9,8,1,0.8,1,2,1,0,4,1,1,0,0,0,1,8,0,1,7,0
Transect B,2019-10-20,Morton West Highschool,berwyn,Illinois,Illinois,U.S.A,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Group Natalia,NA,NA,NA,NA,NA,NA,Public,4.6,5.8,17.2,19.2,51.4,21.4,14.3,35.7,28.6,NA,7.5,5.4,14,11,3,1.2,1,0,2,0,11,0,0,0,1,0,1,13,0,1,10,0
Transect C,2019-10-20,Morton West Highschool,berwyn,Illinois,Illinois,U.S.A,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Group Natalia,NA,NA,NA,NA,NA,NA,Public,5,5,14.1,14.1,50,12.5,12.5,37.5,37.5,NA,NA,5,8,8,0,0.4,0.4,0,0,0,7,1,0,0,0,0,1,7,0,1,7,0
Transect D,2019-10-20,Morton West Highschool,berwyn,Illinois,Illinois,U.S.A,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Group Natalia,NA,NA,NA,NA,NA,NA,Public,2.2,5.5,7,11,34.8,60,20,0,20,NA,NA,5.5,10,4,6,1,0.5,0,0,0,7,2,0,0,1,0,0,9,1,0,4,0
Transect 13,2019-10-20,Morton West Highschool,berwyn,Illinois,Illinois,U.S.A,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Group Natalia,NA,NA,NA,NA,NA,NA,Public,4.1,5.9,14.8,17.7,49.1,30.8,7.7,38.5,23.1,NA,5,6,13,9,4,1.1,0.9,0,1,0,10,2,0,0,0,0,0,12,1,0,9,0
Transect F,2019-10-20,Morton West Highschool,berwyn,Illinois,Illinois,U.S.A,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Group Natalia,NA,NA,NA,NA,NA,NA,Public,4.5,5.6,14.9,16.8,50.7,18.2,18.2,36.4,27.3,NA,NA,5.6,11,9,2,1,0.9,0,0,0,7,3,0,0,1,0,2,8,1,2,7,0
Monitoring 2019,2019-10-18,OFI-001,East Moline,Rock Island,Il,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,R. Stamer,NA,NA,partly cloudy,NA,restored wetland,Also includes survey on 6/11/2019. Includes replanted buffer area as well,Public,2.3,2.6,13,13.8,24.3,28.1,40.6,28.1,3.1,0.5,2.7,2.8,32,28,4,-0.8,-0.9,2,3,0,17,6,3,0,1,0,4,28,0,4,24,0
Bioblitz and thesis work,2019-10-18,Terra Vitae,Woodstock,McHenry,Illinois,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Kayla Myers,NA,NA,NA,NA,NA,NA,Public,1.1,2.3,10.3,14.7,15.8,72.4,10.3,13.8,3.4,2.9,1.5,2.2,87,41,46,0.8,0.5,9,8,5,55,7,0,0,3,0,21,55,11,7,32,2
Biodiversity Lab,2019-10-16,Morton West Highschool,berwyn,Illinois,Illinois,U.S.A,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Natalia P.,NA,NA,"Cold, some days sunny and others cloudy",NA,NA,NA,Public,3.9,5.1,24,27.5,44.6,26.3,21.1,28.9,23.7,3,7.5,5.1,38,29,9,0.9,0.9,2,3,0,26,5,1,0,1,0,3,34,1,2,27,0
August Visit- CAC Detention Area,2019-10-10,CAC Detention Area,Wheaton,DuPage,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sarah Duple,NA,NA,NA,NA,NA,NA,Public,2,2.9,12.3,14.8,24,52.6,15.8,23.7,7.9,0.5,NA,3.1,38,26,12,0.2,0.1,3,0,0,28,5,2,0,0,0,9,26,3,4,20,2
August Visit-Wheaton Oaks,2019-10-10,Wheaton Oaks Property,Wheaton,DuPage,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sarah Duple,NA,NA,NA,NA,NA,NA,Public,2.5,3.7,17.5,21.3,30.4,42.9,22.4,24.5,10.2,3,3,3.7,49,33,16,0.5,0.4,2,2,1,30,12,2,0,0,0,5,41,3,2,30,1
Greenhills School,2019-10-08,Greenhills School,Ann Arbor,Washtenaw,MI,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Neal Billetdeaux,NA,NA,NA,NA,NA,NA,Public,2.7,3.1,10.8,11.6,29,25,31.3,43.8,0,4.1,1,2.8,16,14,2,0.8,0.8,7,5,2,2,0,0,0,0,0,0,16,0,0,14,0
W 441 A,2019-10-07,6A Will,NA,Will,IL,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,CT; EVS,NA,NA,NA,NA,NA,NA,Public,1.7,2.4,8.2,9.6,20,56.5,21.7,17.4,4.3,0,NA,2.5,23,16,7,-0.7,-0.9,1,0,1,12,5,4,0,0,0,7,15,1,6,10,0
W 424 A,2019-10-07,6A Will,NA,Will,IL,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,CT; EVS,NA,NA,NA,NA,NA,NA,Public,2.1,2.8,5.9,6.9,24.2,37.5,25,37.5,0,2.5,3.5,2.5,8,6,2,-1.1,-1,2,2,1,2,1,0,0,0,0,0,8,0,0,6,0
W 443 A,2019-10-07,6A Will,NA,Will,IL,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,EVS; RN,NA,NA,NA,NA,NA,NA,Public,3.1,3.9,11.6,12.9,34.6,21.4,28.6,42.9,7.1,4.5,3.5,3.9,14,11,3,-1.1,-1.3,2,2,0,7,1,2,0,0,0,0,13,1,0,11,0
2019 100% sun,2019-10-07,Solar Phase 1,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,ART,NA,NA,NA,NA,"Species in flower: 
ERICAN
LYCALB
OENRHO
CIRVUL
VERURT
POTREC
AGAFOE
BIDBIP
TRIPRA
PERMAC
EPICOL
STEMED
MEDLUP
ERIANN
BERINC
OXAEUR
TRIREP
RUDHIR",Inventory of all species seen within a few feet of the transect. Special note made for those species in flower.,Public,0.6,1.4,3.9,5.9,9.1,79.1,11.6,9.3,0,NA,NA,1.4,43,18,25,0.7,0.4,1,0,1,37,4,0,0,0,0,14,23,6,4,12,2
2019 0% Sun,2019-10-07,Solar Phase 1,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,ART,NA,NA,NA,NA,"Species in flower:
RUDHIR
BERINC
STEMED
PHYAME
ERICAN
EUPSER
AGAFOE
SOLPTY
PERMAC
MONPUN
LYCALB",Inventory of all species seen within a few feet of the transect. Special note made for those species in flower.,Public,0.7,1.4,4.2,5.9,9.9,75,16.7,5.6,2.8,1,0,1.5,36,18,18,0.8,0.5,2,2,0,29,3,0,0,0,0,12,23,1,6,12,0
2019 50% Sun,2019-10-07,Solar Phase 1,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,ART,NA,NA,NA,NA,"Species in flower: 
RUDHIR
ERIANN
AGAFOE
ERICAN
CIRVUL
OENRHO
TRIREP
BRANIG
GNAOBT
PERHYR
PERMAC
ASTAZU
TRIPRA
BERINC
SOLCAR",All species within a few feet of the transect are listed; species in bloom are also noted.,Public,0.8,2,3.8,6,12.8,77.3,13.6,4.5,4.5,NA,NA,2,22,9,13,1,1,0,0,0,20,2,0,0,0,0,6,13,3,3,4,2
2019 total inventory,2019-10-07,Solar Phase 1,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Adam Thada,NA,NA,NA,NA,NA,"OENBIE could be OENRHO (planted)

ANTHOW could be Pseudognaphalium obtusifolium (planted)",Public,0.9,1.8,6.7,9.7,13,71.4,16.1,8.9,3.6,1,0,1.9,56,29,27,0.7,0.5,2,2,1,46,5,0,0,0,0,19,31,6,9,18,2
"2019 total inventory, in bloom",2019-10-07,Solar Phase 1,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Adam Thada,NA,NA,NA,NA,NA,"Of those listed in the total inventory, these species were in bloom",Public,1,1.8,5.2,7,13.4,70.4,18.5,7.4,3.7,NA,NA,1.8,27,15,12,0.9,0.7,0,0,0,27,0,0,0,0,0,11,13,3,4,9,2
Maria Martinez,2019-10-02,Morton west,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,berg,NA,NA,NA,NA,NA,NA,Public,2.5,6.1,11.2,17.3,38.6,70,0,10,20,NA,NA,6.1,20,8,12,0.3,-0.4,0,0,0,12,6,1,0,1,0,3,17,0,0,8,0
Dune Acres - Elmore East,2019-09-25,Morton West,Berwyn,Cook,ILLINOIS,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Berwyn,Cook,ILLINOIS,NA,NA,NA,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morton West Transect,2019-09-25,Morton West,Berwyn,Cook,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Malena,NA,NA,NA,NA,NA,NA,Public,2.8,6,10.8,15.9,41,66.7,0,13.3,20,NA,NA,6,15,7,8,0.6,-0.1,0,0,0,6,8,0,0,1,0,3,12,0,2,5,0
Tall Grass Prairie Transects,2019-09-24,Courtyard Transects,Berwyn,Cook,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Berg,NA,NA,NA,NA,NA,NA,Public,5,5.9,28.7,31.2,54.3,15.2,15.2,39.4,30.3,5,7.5,5.8,33,28,5,1.1,1,2,3,0,21,4,2,0,1,0,1,30,2,1,26,1
Transect,2019-09-24,Transect,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Arianna,NA,NA,NA,NA,NA,NA,Public,2.3,4.1,9.8,13,30.6,72.2,5.6,0,22.2,NA,NA,4.1,18,10,8,0.4,-0.1,0,0,0,9,7,1,0,1,0,4,14,0,2,8,0
W 451 A,2019-09-18,6A Cook,NA,Cook,IL,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,EVS; RN,NA,NA,NA,NA,NA,NA,Public,2.7,3.3,10.5,11.4,29.5,26.7,26.7,46.7,0,3.5,4,3.2,15,12,3,-1,-1.2,2,1,1,6,3,2,0,0,0,0,15,0,0,12,0
W 458 B,2019-09-18,6A Cook,NA,Cook,IL,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,EVS; RN,NA,NA,NA,NA,NA,NA,Public,2,2.7,10.8,12.4,23,44.8,24.1,27.6,3.4,5,3.7,2.4,29,21,8,-0.8,-0.8,1,4,1,16,6,1,0,0,0,4,24,1,4,17,0
Natalia Perea,2019-09-18,Morton West Highschool,berwyn,Illinois,Illinois,U.S.A,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Natalia Perea,NA,NA,NA,NA,NA,NA,Public,2.9,5.2,13,17.2,38.6,65,5,5,25,NA,NA,5.2,20,11,9,0.5,-0.1,0,0,0,10,8,1,0,1,0,5,15,0,3,8,0
Jessica M Rosa,2019-09-18,Morton West HS,Berwyn,Illinois,Illinois,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Jessica M Rosa,NA,NA,NA,NA,NA,NA,Public,2.6,6.1,11.3,17.3,39.6,68.4,0,10.5,21.1,NA,NA,6.1,19,8,11,0.4,-0.4,0,0,0,10,7,1,0,1,0,4,15,0,0,8,0
W 458 A,2019-09-17,6A Cook,NA,Cook,IL,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,EVS; RN,NA,NA,NA,NA,NA,NA,Public,2.1,2.6,13.6,14.9,23,40.5,21.4,35.7,2.4,2.3,3.7,2.6,42,33,9,-0.7,-0.7,6,4,3,20,6,3,0,0,0,7,35,0,6,27,0
W 459 A,2019-09-17,6A Cook,NA,Cook,IL,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,EVS; RN,NA,NA,NA,NA,NA,NA,Public,2.1,2.3,10.1,10.5,22,30.4,34.8,34.8,0,1.3,2,2.5,23,21,2,-0.7,-0.7,3,1,2,14,2,1,0,0,0,1,21,1,1,19,1
Biodiversity Lab,2019-09-16,Morton Nature Site,Berwyn,Cook,Illinois,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,"Jeanelle, Moises Ashley, & Jazlyn",1 meter,1 meter,Sunny and Chilly,3 hours,NA,Transects squares were each  1 meter by 1 meter,Public,4.6,5.7,28,31.2,51.3,21.6,16.2,32.4,29.7,5,8.3,5.4,37,30,7,0.9,0.8,2,3,0,26,4,1,0,1,0,2,33,2,2,27,1
Transect A,2019-09-16,Morton Nature Site,Berwyn,Cook,Illinois,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,moi,NA,NA,NA,NA,NA,NA,Public,2.8,3.1,7.9,8.2,29,12.5,50,37.5,0,5,NA,2.4,8,7,1,0.5,0.7,2,1,0,3,2,0,0,0,0,1,7,0,1,6,0
B,2019-09-16,Morton Nature Site,Berwyn,Cook,Illinois,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,moi,NA,NA,NA,NA,NA,NA,Public,5.1,6,19.1,20.8,55.5,14.3,14.3,35.7,35.7,NA,7.5,5.7,14,12,2,1.3,1.2,0,2,0,11,0,0,0,1,0,0,14,0,0,12,0
C,2019-09-16,Morton Nature Site,Berwyn,Cook,Illinois,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,moi,NA,NA,NA,NA,NA,NA,Public,5.6,5.6,14.8,14.8,56,14.3,0,42.9,42.9,NA,NA,5.6,7,7,0,0.6,0.6,0,0,0,6,1,0,0,0,0,1,6,0,1,6,0
D,2019-09-16,Morton Nature Site,Berwyn,Cook,Illinois,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,moi,NA,NA,NA,NA,NA,NA,Public,4.1,8.2,13,18.3,58,50,10,0,40,NA,NA,8.2,10,5,5,0.9,0.4,0,0,0,7,2,0,0,1,0,1,8,1,1,4,0
F,2019-09-16,Morton Nature Site,Berwyn,Cook,Illinois,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,moi,NA,NA,NA,NA,NA,NA,Public,3.7,4.6,11.7,13,41.1,20,20,40,20,NA,NA,4.6,10,8,2,1.1,1,0,0,0,7,2,1,0,0,0,0,9,1,0,8,0
13,2019-09-16,Morton Nature Site,Berwyn,Cook,Illinois,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,moi,NA,NA,NA,NA,NA,NA,Public,3.5,5.1,12.6,15.3,42.4,30.8,15.4,38.5,15.4,NA,5,5.1,13,9,4,1,0.8,0,1,0,10,2,0,0,0,0,0,12,1,0,9,0
35th Street Wetland Inventory,2019-09-11,35th Street Wetland,South Bend,St. Joseph,IN,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Stephen Sass,NA,NA,"Upper 80s, sunny",NA,NA,"Herps present:  Anaxyrus americanus
Leps:  Phyciodes tharos",Public,1.4,2.2,8.7,11,17.6,59,20.5,17.9,2.6,3.1,0,2,39,25,14,0.5,0.4,13,4,4,15,3,0,0,0,0,4,33,2,3,21,1
Courtyard Transects,2019-09-10,Courtyard Transects,Berwyn,Cook,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Berg,NA,NA,NA,NA,NA,NA,Public,1.9,7.3,7.4,14.6,37.7,80,0,0,20,NA,NA,7.3,15,4,11,0.9,0.3,0,0,0,9,6,0,0,0,0,3,12,0,0,4,0
Dune Acres — Elmore East,2019-09-05,3 Cypress,Dune Acres,Porter,Indiana,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Rich Hawksworth,NA,NA,NA,NA,NA,NA,Public,6.2,6.2,31,31,62,0,8,48,44,6.6,6,6.1,25,25,0,1.1,1.1,5,1,0,13,3,1,0,2,0,0,25,0,0,25,0
Courtyard Transect,2019-09-05,Morton Nature Site,Berwyn,Cook,Illinois,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,"Jeanelle, Ashley, Jazlyn, Emily, and Moises",1 meter,1 meter,Sunny and Hot,NA,NA,NA,Public,1.9,3.6,7.8,10.8,26.2,76.5,5.9,0,17.6,NA,NA,3.6,17,9,8,0.5,0,0,0,0,9,7,0,0,1,0,4,13,0,2,7,0
TRANSECT,2019-08-24,Morton West High School,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Citlalli Esquivel,NA,NA,NA,NA,NA,NA,Public,3.1,5.6,12.4,16.8,42,62.5,0,12.5,25,NA,NA,5.6,16,9,7,0.4,-0.2,0,0,0,8,7,0,0,1,0,3,13,0,2,7,0
August Visit- Northside Small Basin,2019-08-13,Northside Park,Wheaton,DuPage,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sarah Duple,NA,NA,NA,NA,NA,NA,Public,2.1,3.4,17.9,22.8,26.7,49.3,21.9,20.5,8.2,0.5,1.5,3.6,73,45,28,0.3,-0.1,4,2,0,46,15,6,0,0,0,11,56,6,3,40,2
Wheaton Park District Monitoring,2019-08-13,Northside Park,Wheaton,DuPage,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sarah Duple,41.879156,-88.110064,"Mid 80s, sunny",1.5 hours,"Emergent shore stabilizers
Wet prairie",NA,Public,2.6,3.7,33.6,39.5,30.6,41.9,21.6,26.3,10.2,4.1,2.7,3.7,167,114,53,0.1,-0.1,25,8,2,102,21,8,0,1,0,23,133,11,11,99,4
August Visit- Rathje,2019-08-13,Rathje Park,Wheaton,DuPage,IL,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sarah Duple,NA,NA,NA,NA,NA,NA,Public,2.1,3.2,17.7,21.7,25.8,46.5,22.5,22.5,8.5,2.7,NA,3.3,71,46,25,-0.1,-0.4,10,0,0,43,11,7,0,0,0,11,54,6,6,38,2
August Visit:  Northside Park- Large,2019-08-12,CAC Detention Area,Wheaton,DuPage,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sarah Duple,NA,NA,NA,NA,NA,NA,Public,2.6,3.7,31.1,37.4,31.2,39.2,23.8,27.3,9.8,3.9,2.8,3.7,143,102,41,0,-0.1,22,7,2,87,17,7,0,1,0,18,117,8,10,90,2
August Visit- CAC Hill,2019-08-12,Central Park Hill,Wheaton,DuPage,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sarah Duple,NA,NA,NA,NA,NA,NA,Public,2,4.1,10.4,14.8,28.4,59.3,11.1,18.5,11.1,6,NA,2.9,27,13,14,0.5,0,7,0,0,9,7,4,0,0,0,5,20,2,1,12,0
August Visit- Cosley Zoo,2019-08-12,Cosley Zoo,Wheaton,DuPage,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sarah Duple,NA,NA,NA,NA,NA,"Dominant Species
-Monarda fistulosa
-Panicum virgatum
-Ratibida pinnata",Public,2.4,3.5,24.5,29.9,29.3,41.3,24,25,9.6,2.9,3.3,3.6,104,73,31,0.1,-0.3,14,5,2,57,15,11,0,0,0,14,83,7,6,66,1
August Visit- Elliot Lake,2019-08-12,Elliot Lake,Wheaton,DuPage,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sarah Duple,NA,NA,NA,NA,NA,"Animal Sitings:
-Enallagma cyathigerum 
-Monarch
-Bunny",Public,2.5,3.9,21.4,26.5,31,47.9,17.8,19.2,15.1,3.5,5.3,3.8,73,46,27,0.3,-0.2,5,3,0,47,13,5,0,0,0,12,55,6,4,40,2
August Visit- E. side of Gary,2019-08-12,Gary,Wheaton,DuPage,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sarah Duple,NA,NA,NA,NA,NA,"Dominant Species:
-Monarda fistulosa
-Ratibida pinnata

Animal Sightings
-Red tail hawk
-Field mouse
-Bunny",Public,2.5,3.6,21.4,25.7,30.1,39.7,28.8,19.2,12.3,2.8,1.7,3.8,73,51,22,0.5,0.2,9,4,2,42,11,5,0,0,0,5,63,5,3,47,1
August Visit- Herrick Park,2019-08-12,Herrick Park,Wheaton,NA,IL,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sarah Duple,NA,NA,NA,NA,NA,NA,Public,1.3,2.3,8.1,11,17.7,56.4,28.2,12.8,2.6,3.7,NA,1.8,39,23,16,0.3,0,8,0,1,26,3,1,0,0,0,5,28,6,4,17,2
August Visit- Lincoln Marsh,2019-08-12,Lincoln Marsh,Wheaton,DuPage,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sarah Duple,NA,NA,NA,NA,NA,"Dominant Species:
-Typha spp.
-Lemna minor

Animal Sitings:
-Papilio glaucus
-Chrysemys picta
-Botaurus lentiginosus
-Ardea herodias",Public,3.5,4.1,13.1,14.2,38,14.3,35.7,42.9,7.1,5,NA,4,14,12,2,-1.8,-1.8,1,0,0,10,1,2,0,0,0,3,11,0,3,9,0
August Visit- Prairie Path Park,2019-08-12,Prairie Path Park,Wheaton,DuPage,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sarah Duple,NA,NA,NA,NA,NA,"Dominant Species:
-Lonicera tatarica
-Lonicera maackii
-Sambucus canadensis
-Solidago altissima",Public,1.9,3.4,15.2,20.4,25.5,46.9,28.1,20.3,4.7,2.6,2.3,3.8,64,36,28,0.2,-0.1,11,8,3,36,5,1,0,0,0,4,56,4,2,33,1
Big Bear Lake,2019-08-09,Big Bear Lake,Vernon Hills,Lake,Illinois,Lake,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Gerard Urbanozo,NA,NA,NA,NA,NA,NA,Public,2.3,3.5,5.6,7,28.6,33.3,33.3,33.3,0,NA,NA,3.5,6,4,2,-2,-2,0,0,0,6,0,0,0,0,0,1,5,0,1,3,0
Pinhook 2,2019-08-09,Pinhook Park,South Bend,St. Joseph,IN,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Steve Sass,NA,NA,"calm, sunny",1 hour,wetland edge. edge of wooded area to,"Mentha sp., Salix sp., Polygonum sp.",Public,2.5,3.3,11.7,13.6,29,40.9,13.6,40.9,4.5,1,5,3.3,22,17,5,-0.7,-1.1,1,1,0,17,1,2,0,0,0,2,18,2,2,15,0
Beaver Pond,2019-08-05,Beaver Lake,Mundelein,Lake,Illinois,Lake,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Gerard Urbanozo,NA,NA,NA,NA,NA,NA,Public,4,4,6.9,6.9,40,0,33.3,66.7,0,NA,NA,4,3,3,0,-2,-2,0,0,0,3,0,0,0,0,0,2,1,0,2,1,0
Dune Acres Soccer Field,2019-08-05,Dune Acres Soccer Field,Dune Acres,Porter,Indiana,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Rich Hawksworth,NA,NA,NA,NA,NA,NA,Public,5.4,5.7,57.7,59.2,55.5,9.6,11.4,46.5,32.5,5.7,7.4,5.4,114,108,6,-0.2,-0.2,7,15,5,54,12,17,0,4,0,15,97,2,14,92,2
Heron Pond,2019-08-05,Heron Pond,Mundelein,Lake,Illinois,Lake,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Gerard Urbanozo,NA,NA,NA,NA,NA,NA,Public,3,4,6,6.9,34.6,25,25,50,0,NA,NA,4,4,3,1,-2,-2,0,0,0,4,0,0,0,0,0,2,2,0,2,1,0
Little Bear Lake,2019-08-04,Little Bear Lake,Vernon Hills,Lake,Illinois,Lake,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Gerard Urbanozo,NA,NA,NA,NA,NA,NA,Public,1.5,3,3.7,5.2,21.2,50,33.3,16.7,0,NA,NA,3,6,3,3,-2,-2,0,0,0,6,0,0,0,0,0,1,5,0,0,3,0
Pinhook Area 1,2019-08-04,Pinhook Park,South Bend,St. Joseph,IN,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Steve Sass,NA,NA,"Sunny, calm 80 degrees",2 hours,Wooded wetland edge,NA,Public,1.4,2.6,8.4,11.6,19.4,61.1,19.4,16.7,2.8,3.2,2.8,2.2,36,20,16,0.6,0.1,9,7,4,15,1,0,0,0,0,2,29,5,2,17,1
